EUR_USD_EXCHANGE,2,2.160248,1.080124,1.080124,1.080124,[live@1673534490000/1673534495000]
EUR_USD_EXCHANGE,1,1.080124,1.080124,1.080124,1.080124,[live@1673534495000/1673534500000]
EUR_USD_EXCHANGE,2,2.160248,1.080124,1.080124,1.080124,[live@1673534500000/1673534505000]
EUR_USD_EXCHANGE,1,1.080124,1.080124,1.080124,1.080124,[live@1673534505000/1673534510000]
EUR_USD_EXCHANGE,1,1.080124,1.080124,1.080124,1.080124,[live@1673534510000/1673534515000]
EUR_USD_EXCHANGE,2,2.160248,1.080124,1.080124,1.080124,[live@1673534515000/1673534520000]
EUR_USD_EXCHANGE,1,1.080124,1.080124,1.080124,1.080124,[live@1673534520000/1673534525000]
EUR_USD_EXCHANGE,2,2.160014,1.080007,1.080007,1.080007,[live@1673534525000/1673534530000]
EUR_USD_EXCHANGE,1,1.080007,1.080007,1.080007,1.080007,[live@1673534530000/1673534535000]
EUR_USD_EXCHANGE,2,2.160014,1.080007,1.080007,1.080007,[live@1673534535000/1673534540000]
EUR_USD_EXCHANGE,1,1.080007,1.080007,1.080007,1.080007,[live@1673534540000/1673534545000]
EUR_USD_EXCHANGE,2,2.160014,1.080007,1.080007,1.080007,[live@1673534545000/1673534550000]
