1667235600000,259696.0,monthly
1664557200000,273153.0,monthly
1661965200000,289932.0,monthly
1659286800000,279323.0,monthly
1656608400000,249456.0,monthly
1654016400000,294470.0,monthly
1651338000000,263971.0,monthly
1648746000000,260366.0,monthly
1646067600000,294088.0,monthly
1643648400000,250105.0,monthly
1640970000000,242492.0,monthly
1638291600000,267477.0,monthly
1635699600000,244327.0,monthly
1633021200000,247086.0,monthly
1630429200000,260121.0,monthly
1627750800000,250971.0,monthly
1625072400000,228559.0,monthly
1622480400000,263226.0,monthly
1619802000000,235324.0,monthly
1617210000000,236534.0,monthly
1614531600000,267961.0,monthly
1612112400000,226851.0,monthly
1609434000000,215529.0,monthly
1606755600000,240298.0,monthly
1604163600000,217877.0,monthly
1601485200000,231202.0,monthly
1598893200000,236069.0,monthly
1596214800000,219699.0,monthly
1593536400000,204830.0,monthly
1590944400000,213266.0,monthly
1588266000000,174415.0,monthly
1585674000000,157005.0,monthly
1582995600000,220073.0,monthly
1580490000000,225748.0,monthly
1577811600000,211354.0,monthly
1575133200000,220911.0,monthly
1572541200000,204062.0,monthly
1569862800000,226524.0,monthly
1567270800000,229365.0,monthly
1564592400000,228388.0,monthly
1561914000000,208890.0,monthly
1559322000000,231478.0,monthly
1556643600000,220049.0,monthly
1554051600000,220629.0,monthly
1551373200000,254141.0,monthly
1548954000000,210489.0,monthly
1546275600000,209313.0,monthly
1543597200000,243801.0,monthly
1541005200000,228544.0,monthly
1538326800000,241592.0,monthly
1535734800000,250454.0,monthly
1533056400000,251050.0,monthly
1530378000000,215595.0,monthly
1527786000000,261381.0,monthly
1525107600000,241465.0,monthly
1522515600000,232661.0,monthly
1519837200000,268069.0,monthly
1517418000000,220186.0,monthly
1514739600000,204291.0,monthly
1512061200000,245917.0,monthly
1509469200000,227511.0,monthly
1506790800000,228920.0,monthly
1504198800000,238114.0,monthly
1501520400000,226796.0,monthly
1498842000000,198954.0,monthly
1496250000000,260463.0,monthly
1493571600000,221661.0,monthly
1490979600000,211822.0,monthly
1488301200000,250524.0,monthly
1485882000000,207598.0,monthly
1483203600000,192661.0,monthly
1480525200000,229243.0,monthly
1477933200000,213364.0,monthly
1475254800000,231422.0,monthly
1472662800000,230956.0,monthly
1469984400000,221537.0,monthly
1467306000000,197867.0,monthly
1464714000000,230820.0,monthly
1462035600000,217981.0,monthly
1459443600000,221215.0,monthly
1456765200000,243551.0,monthly
1454259600000,211114.0,monthly
1451581200000,199424.0,monthly
1448902800000,230959.0,monthly
1446310800000,216692.0,monthly
1443632400000,228138.0,monthly
1441040400000,231339.0,monthly
1438362000000,218267.0,monthly
1435683600000,216803.0,monthly
1433091600000,252759.0,monthly
1430413200000,211139.0,monthly
1427821200000,220091.0,monthly
1425142800000,249239.0,monthly
1422723600000,206166.0,monthly
1420045200000,200582.0,monthly
1417366800000,240457.0,monthly
1414774800000,216401.0,monthly
1412096400000,238710.0,monthly
1409504400000,249698.0,monthly
1406826000000,231195.0,monthly
1404147600000,286876.0,monthly
1401555600000,257228.0,monthly
1398877200000,231723.0,monthly
1396285200000,231365.0,monthly
1393606800000,251763.0,monthly
1391187600000,221433.0,monthly
1388509200000,203981.0,monthly
1385830800000,250119.0,monthly
1383238800000,233300.0,monthly
1380560400000,236784.0,monthly
1377968400000,248206.0,monthly
1375290000000,224074.0,monthly
1372611600000,208090.0,monthly
1370019600000,260225.0,monthly
1367341200000,238678.0,monthly
1364749200000,221353.0,monthly
1362070800000,232999.0,monthly
1359651600000,225639.0,monthly
1356973200000,204169.0,monthly
1354294800000,239368.0,monthly
1351702800000,209712.0,monthly
1349024400000,222736.0,monthly
1346432400000,223423.0,monthly
1343754000000,204001.0,monthly
1341075600000,206771.0,monthly
1338483600000,233259.0,monthly
1335805200000,220785.0,monthly
1333213200000,210894.0,monthly
1330534800000,240680.0,monthly
1328029200000,224922.0,monthly
1325350800000,204013.0,monthly
1322672400000,237529.0,monthly
1320080400000,206403.0,monthly
1317402000000,206574.0,monthly
1314810000000,221336.0,monthly
1312131600000,216719.0,monthly
1309453200000,189215.0,monthly
1306861200000,216548.0,monthly
1304182800000,205025.0,monthly
1301590800000,194922.0,monthly
1298912400000,233078.0,monthly
1296493200000,187466.0,monthly
1293814800000,184037.0,monthly
1291136400000,209011.0,monthly
1288544400000,186603.0,monthly
1285866000000,192327.0,monthly
1283274000000,213131.0,monthly
1280595600000,191888.0,monthly
1277917200000,174685.0,monthly
1275325200000,200080.0,monthly
1272646800000,183535.0,monthly
1270054800000,181528.0,monthly
1267376400000,199993.0,monthly
1264957200000,169065.0,monthly
1262278800000,163488.0,monthly
1259600400000,174485.0,monthly
1257008400000,151230.0,monthly
1254330000000,163196.0,monthly
1251738000000,168746.0,monthly
1249059600000,155455.0,monthly
1246381200000,145376.0,monthly
1243789200000,157122.0,monthly
1241110800000,145714.0,monthly
1238518800000,139893.0,monthly
1235840400000,162107.0,monthly
1233421200000,137245.0,monthly
1230742800000,138218.0,monthly
1228064400000,191734.0,monthly
1225472400000,169856.0,monthly
1222794000000,197291.0,monthly
1220202000000,224233.0,monthly
1217523600000,214872.0,monthly
1214845200000,205540.0,monthly
1212253200000,242479.0,monthly
1209574800000,227995.0,monthly
1206982800000,225075.0,monthly
1204304400000,250906.0,monthly
1201798800000,229870.0,monthly
1199120400000,219946.0,monthly
1196442000000,254048.0,monthly
1193850000000,224134.0,monthly
1191171600000,235158.0,monthly
1188579600000,232386.0,monthly
1185901200000,241388.0,monthly
1183222800000,211263.0,monthly
1180630800000,243703.0,monthly
1177952400000,229326.0,monthly
1175360400000,225558.0,monthly
1172682000000,252090.0,monthly
1170262800000,211359.0,monthly
1167584400000,204185.0,monthly
1164906000000,236933.0,monthly
1162314000000,218853.0,monthly
1159635600000,219885.0,monthly
1157043600000,243185.0,monthly
1154365200000,215695.0,monthly
1151686800000,186090.0,monthly
1149094800000,237564.0,monthly
1146416400000,217869.0,monthly
1143824400000,206157.0,monthly
1141146000000,252659.0,monthly
1138726800000,209478.0,monthly
1136048400000,191920.0,monthly
1133370000000,229512.0,monthly
1130778000000,215562.0,monthly
1128099600000,211650.0,monthly
1125507600000,214582.0,monthly
1122829200000,209010.0,monthly
1120150800000,169437.0,monthly
1117558800000,224203.0,monthly
1114880400000,205691.0,monthly
1112288400000,190899.0,monthly
1109610000000,209708.0,monthly
1107190800000,188951.0,monthly
1104512400000,177594.0,monthly
1101834000000,201172.0,monthly
1099242000000,188131.0,monthly
1096563600000,186918.0,monthly
1093971600000,197167.0,monthly
1091293200000,184662.0,monthly
1088614800000,163925.0,monthly
1086022800000,197458.0,monthly
1083344400000,181865.0,monthly
1080752400000,183752.0,monthly
1078074000000,214611.0,monthly
1075568400000,180111.0,monthly
1072890000000,164926.0,monthly
1070211600000,187904.0,monthly
1067619600000,173368.0,monthly
1064941200000,190591.0,monthly
1062349200000,187270.0,monthly
1059670800000,170612.0,monthly
1056992400000,150336.0,monthly
1054400400000,183990.0,monthly
1051722000000,172361.0,monthly
1049130000000,168168.0,monthly
1046451600000,188854.0,monthly
1044032400000,169363.0,monthly
1041354000000,160196.0,monthly
1038675600000,167098.0,monthly
1036083600000,164310.0,monthly
1033405200000,174042.0,monthly
1030813200000,174195.0,monthly
1028134800000,176987.0,monthly
1025456400000,151584.0,monthly
1022864400000,173578.0,monthly
1020186000000,176314.0,monthly
1017594000000,170163.0,monthly
1014915600000,183541.0,monthly
1012496400000,167694.0,monthly
1009818000000,152537.0,monthly
1007139600000,170130.0,monthly
1004547600000,160265.0,monthly
1001869200000,175302.0,monthly
999277200000,169765.0,monthly
996598800000,171491.0,monthly
993920400000,144702.0,monthly
991328400000,188450.0,monthly
988650000000,180620.0,monthly
986058000000,166962.0,monthly
