1667235600000,611784.0,monthly
1664557200000,597826.0,monthly
1661965200000,577370.0,monthly
1659286800000,613416.0,monthly
1656608400000,600746.0,monthly
1654016400000,609933.0,monthly
1651338000000,614474.0,monthly
1648746000000,594426.0,monthly
1646067600000,597077.0,monthly
1643648400000,506400.0,monthly
1640970000000,518146.0,monthly
1638291600000,632849.0,monthly
1635699600000,579687.0,monthly
1633021200000,557737.0,monthly
1630429200000,532840.0,monthly
1627750800000,553822.0,monthly
1625072400000,554845.0,monthly
1622480400000,560679.0,monthly
1619802000000,567461.0,monthly
1617210000000,557874.0,monthly
1614531600000,565764.0,monthly
1612112400000,438933.0,monthly
1609434000000,462558.0,monthly
1606755600000,558834.0,monthly
1604163600000,491813.0,monthly
1601485200000,494134.0,monthly
1598893200000,474284.0,monthly
1596214800000,487134.0,monthly
1593536400000,492259.0,monthly
1590944400000,478667.0,monthly
1588266000000,460253.0,monthly
1585674000000,375242.0,monthly
1582995600000,428285.0,monthly
1580490000000,413203.0,monthly
1577811600000,416285.0,monthly
1575133200000,518979.0,monthly
1572541200000,467311.0,monthly
1569862800000,455035.0,monthly
1567270800000,428334.0,monthly
1564592400000,472891.0,monthly
1561914000000,461642.0,monthly
1559322000000,448224.0,monthly
1556643600000,475656.0,monthly
1554051600000,442704.0,monthly
1551373200000,447160.0,monthly
1548954000000,384977.0,monthly
1546275600000,399359.0,monthly
1543597200000,493873.0,monthly
1541005200000,460034.0,monthly
1538326800000,442256.0,monthly
1535734800000,417510.0,monthly
1533056400000,456445.0,monthly
1530378000000,441832.0,monthly
1527786000000,443732.0,monthly
1525107600000,464271.0,monthly
1522515600000,420209.0,monthly
1519837200000,444925.0,monthly
1517418000000,380598.0,monthly
1514739600000,389740.0,monthly
1512061200000,496765.0,monthly
1509469200000,441933.0,monthly
1506790800000,417773.0,monthly
1504198800000,412546.0,monthly
1501520400000,431804.0,monthly
1498842000000,416906.0,monthly
1496250000000,423066.0,monthly
1493571600000,434506.0,monthly
1490979600000,407240.0,monthly
1488301200000,423002.0,monthly
1485882000000,365592.0,monthly
1483203600000,369081.0,monthly
1480525200000,482002.0,monthly
1477933200000,413901.0,monthly
1475254800000,397394.0,monthly
1472662800000,394200.0,monthly
1469984400000,416489.0,monthly
1467306000000,405965.0,monthly
1464714000000,410071.0,monthly
1462035600000,413036.0,monthly
1459443600000,394743.0,monthly
1456765200000,404996.0,monthly
1454259600000,363527.0,monthly
1451581200000,351772.0,monthly
1448902800000,464035.0,monthly
1446310800000,396058.0,monthly
1443632400000,392604.0,monthly
1441040400000,381992.0,monthly
1438362000000,404920.0,monthly
1435683600000,406554.0,monthly
1433091600000,397821.0,monthly
1430413200000,409482.0,monthly
1427821200000,387375.0,monthly
1425142800000,393110.0,monthly
1422723600000,341856.0,monthly
1420045200000,350304.0,monthly
1417366800000,451097.0,monthly
1414774800000,391502.0,monthly
1412096400000,388391.0,monthly
1409504400000,374401.0,monthly
1406826000000,401450.0,monthly
1404147600000,394700.0,monthly
1401555600000,385482.0,monthly
1398877200000,408288.0,monthly
1396285200000,383816.0,monthly
1393606800000,383567.0,monthly
1391187600000,337481.0,monthly
1388509200000,340476.0,monthly
1385830800000,430585.0,monthly
1383238800000,378686.0,monthly
1380560400000,369773.0,monthly
1377968400000,352680.0,monthly
1375290000000,388227.0,monthly
1372611600000,376974.0,monthly
1370019600000,369316.0,monthly
