EUR_USD_EXCHANGE,1,1.07883,1.07883,1.07883,1.07883,[live@1673534610000/1673534615000]
EUR_USD_EXCHANGE,2,2.15766,1.07883,1.07883,1.07883,[live@1673534615000/1673534620000]
EUR_USD_EXCHANGE,1,1.07883,1.07883,1.07883,1.07883,[live@1673534620000/1673534625000]
EUR_USD_EXCHANGE,2,2.15766,1.07883,1.07883,1.07883,[live@1673534625000/1673534630000]
EUR_USD_EXCHANGE,1,1.07883,1.07883,1.07883,1.07883,[live@1673534630000/1673534635000]
EUR_USD_EXCHANGE,1,1.07883,1.07883,1.07883,1.07883,[live@1673534635000/1673534640000]
EUR_USD_EXCHANGE,1,1.07883,1.07883,1.07883,1.07883,[live@1673534640000/1673534645000]
EUR_USD_EXCHANGE,2,2.157869,1.07883,1.0789345,1.079039,[live@1673534640000/1673534645000]
EUR_USD_EXCHANGE,1,1.079039,1.079039,1.079039,1.079039,[live@1673534645000/1673534650000]
EUR_USD_EXCHANGE,2,2.158078,1.079039,1.079039,1.079039,[live@1673534650000/1673534655000]
EUR_USD_EXCHANGE,1,1.079039,1.079039,1.079039,1.079039,[live@1673534655000/1673534660000]
EUR_USD_EXCHANGE,2,2.158078,1.079039,1.079039,1.079039,[live@1673534660000/1673534665000]
EUR_USD_EXCHANGE,1,1.079039,1.079039,1.079039,1.079039,[live@1673534665000/1673534670000]
