1656608400000,5018.093
1648746000000,4985.795
1640970000000,4855.857
1633021200000,5110.951
1625072400000,4916.402
1617210000000,4890.835
1609434000000,4691.624
1601485200000,4843.66
1593536400000,4701.108
1585674000000,4335.915
1577811600000,4628.46
1569862800000,4901.993
1561914000000,4796.221
1554051600000,4753.025
1546275600000,4584.814
1538326800000,4772.161
1530378000000,4689.905
1522515600000,4646.83
1514739600000,4500.182
1506790800000,4668.375
1498842000000,4556.956
1490979600000,4510.507
1483203600000,4340.814
1475254800000,4535.075
1467306000000,4449.603
1459443600000,4407.286
1451581200000,4288.31
1443632400000,4444.522
1435683600000,4389.955
1427821200000,4343.294
1420045200000,4212.523
1412096400000,4371.009
1404147600000,4287.261
1396285200000,4194.264
1388509200000,4079.517
1380560400000,4260.864
1372611600000,4170.71
1364749200000,4104.203
1356973200000,4017.571
1349024400000,4138.064
1341075600000,4083.025
1333213200000,4046.533
1325350800000,3986.349
1317402000000,4078.494
1309453200000,3983.907
1301590800000,3957.95
1293814800000,3871.183
1285866000000,4026.748
1277917200000,3945.123
1270054800000,3900.64
1262278800000,3776.48
1254330000000,3926.667
1246381200000,3823.607
1238518800000,3782.545
1230742800000,3703.443
1222794000000,3895.147
1214845200000,3910.393
1206982800000,3934.652
1199120400000,3902.77
1191171600000,4015.289
1183222800000,3926.744
1175360400000,3896.72
1167584400000,3785.119
1159635600000,3916.851
1151686800000,3833.693
1143824400000,3836.061
1136048400000,3729.338
1128099600000,3828.173
1120150800000,3767.844
1112288400000,3701.582
1104512400000,3603.67
1096563600000,3721.678
1088614800000,3617.667
1080752400000,3575.515
1072890000000,3484.837
1064941200000,3597.364
1056992400000,3498.914
1049130000000,3429.079
1041354000000,3340.163
1033405200000,3460.159
1025456400000,3401.82
1017594000000,3362.508
1009818000000,3263.869
